ride_no,origin,destination,driver_netid,date,earliest_time,latest_time,seats_available,gas_price,comments
733,"Indianapolis, IN","Louisville, KY",hes507,2020-12-12,02:43:06,18:16:05,4,125.62,
734,"Los Angeles, CA","Wilmington, NC",vip287,2020-06-23,10:23:01,17:42:45,4,167.71,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
735,"Long Beach, CA","High Point, NC",xnr298,2020-09-28,01:42:28,17:39:24,1,192.62,Vivamus tortor.
736,"Nashville, TN","Dallas, TX",oyh719,2020-12-23,11:47:04,15:25:59,4,113.93,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
737,"Los Angeles, CA","Minneapolis, MN",ylm060,2020-12-09,08:37:59,14:58:01,3,40.9,Proin at turpis a pede posuere nonummy.
738,"Aspen, CO","Chicago, IL",zit390,2020-11-08,09:49:51,16:50:38,3,109.04,
739,"Sacramento, CA","Washington, DC",qxw665,2020-10-16,07:28:48,17:16:30,3,104.88,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
740,"Kansas City, MO","Baltimore, MD",gmo549,2021-02-04,07:40:23,20:08:01,3,107.45,
741,"Fresno, CA","Denver, CO",jbn157,2020-10-11,00:09:44,19:14:30,3,197.06,
742,"Detroit, MI","Miami, FL",plr527,2020-12-03,08:41:12,16:06:55,3,99.22,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
743,"Virginia Beach, VA","Cary, NC",osp528,2020-07-02,06:08:32,23:54:02,4,61.02,Mauris sit amet eros.
744,"High Point, NC","Tucson, AZ",hkf138,2020-09-08,07:01:49,18:13:20,2,6.5,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
745,city,"Las Vegas, NV",phg033,2020-11-26,03:33:05,12:23:22,4,14.7,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
746,"San Diego, CA","San Antonio, TX",qxw665,2021-02-05,05:23:05,14:57:19,1,139.51,Sed ante.
747,"Washington, DC","Milwaukee, WI",atm023,2021-04-24,06:46:33,18:49:07,2,62.04,Aenean sit amet justo.
748,"San Antonio, TX","Kansas City, MO",src882,2020-08-14,02:54:16,22:27:15,4,51.4,
749,"Minneapolis, MN","Kansas City, MO",jot507,2020-08-02,04:41:23,18:26:36,1,120.29,
750,"High Point, NC","Wilmington, NC",jtp295,2020-10-02,10:50:10,14:21:56,3,87.55,
751,"New Orleans, LA","Long Beach, CA",rdv527,2021-01-18,05:55:37,15:43:59,2,82.29,
752,"Baltimore, MD","Boca Grande, FL",sui633,2020-09-26,08:03:24,16:17:50,4,103.45,Vivamus vel nulla eget eros elementum pellentesque.
754,"Houston, TX","Columbus, OH",vpr497,2020-08-09,00:06:59,14:25:13,2,190.15,
755,"Los Angeles, CA","Winston-Salem, NC",ght802,2020-07-31,00:51:05,16:12:03,1,72.55,
756,"Kansas City, MO","Virginia Beach, VA",odk825,2021-04-07,09:32:58,16:55:33,4,54.39,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
757,"Louisville, KY","Jacksonville, FL",kjd959,2020-06-01,09:55:50,23:05:11,4,189.96,
758,"Concord, NC","Dallas, TX",uld068,2020-09-21,07:01:08,14:27:12,4,88.66,
759,"Asheville, NC","Aspen, CO",xnq312,2020-06-19,04:23:44,21:09:12,3,25.29,
760,"Austin, TX","Tulsa, OK",uld068,2021-04-19,07:06:52,22:38:43,2,118.47,
761,"Louisville, KY","Memphis, TN",mpk816,2020-06-17,09:33:43,19:17:25,1,108.92,Maecenas rhoncus aliquam lacus.
762,"San Diego, CA","Fresno, CA",nfi041,2020-05-17,02:30:13,15:10:42,4,166.96,In quis justo.
763,"Durham, NC","Asheville, NC",njx106,2021-01-21,06:43:23,19:39:07,4,169.92,
764,"Virginia Beach, VA","Baltimore, MD",wgb123,2021-03-09,01:23:34,23:29:16,3,37.04,
765,"Miami, FL","Kansas City, MO",asq383,2020-08-25,06:54:13,13:18:07,3,160.62,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
766,"Charlotte, NC","Fresno, CA",kuo966,2020-05-26,02:53:33,19:48:47,1,168.26,
767,"Columbus, OH","Arlington, TX",cas175,2021-03-26,03:44:36,19:22:11,3,86.82,
768,"Dallas, TX","Jacksonville, FL",cdu355,2020-08-27,11:01:44,14:02:46,2,188.49,
769,"Washington, DC","Atlanta, GA",smn201,2020-05-18,01:42:46,22:32:45,2,115.15,Donec semper sapien a libero.
770,"Louisville, KY","Virginia Beach, VA",fxl273,2020-06-14,03:44:54,12:26:29,4,21.46,Curabitur in libero ut massa volutpat convallis.
771,"Milwaukee, WI","Tucson, AZ",myh345,2020-12-21,07:12:44,20:38:51,1,68.51,Suspendisse accumsan tortor quis turpis.
772,"Columbus, OH",city,qog634,2021-04-23,08:30:02,17:40:19,3,31.9,
773,"Indianapolis, IN","Chicago, IL",izj324,2020-11-29,11:02:35,21:38:05,1,113.74,
774,"Houston, TX","San Antonio, TX",gpj626,2020-08-12,02:13:25,19:03:56,2,6.27,
775,"Milwaukee, WI","Austin, TX",hre166,2021-01-07,06:30:37,14:41:17,4,134.85,
776,"High Point, NC",city,ehz420,2020-05-30,01:07:29,17:18:32,4,22.19,Aenean fermentum.
777,"Colorado Springs, CO","Albuquerque, NM",rab326,2020-08-31,04:43:05,23:53:44,2,77.56,Fusce posuere felis sed lacus.
778,"Albuquerque, NM","Colorado Springs, CO",dyb220,2020-12-08,00:30:25,17:06:40,1,87.82,
779,"Las Vegas, NV","Columbus, OH",rbi866,2020-11-30,09:03:50,21:49:22,3,92.46,
780,"Wilmington, NC","Fresno, CA",tsh397,2020-07-16,10:13:28,23:27:19,3,187.62,Nullam molestie nibh in lectus.
781,"Aspen, CO","Albuquerque, NM",bnv264,2020-10-11,07:59:50,22:19:41,4,166.8,Donec dapibus.
782,"San Francisco, CA",city,udp497,2021-03-04,09:15:18,16:33:59,3,29.76,
784,"Boca Grande, FL","Detroit, MI",onh033,2020-09-11,02:40:28,15:28:48,4,132.94,
785,"Tulsa, OK","Indianapolis, IN",who809,2020-06-26,07:00:45,17:48:19,3,53.75,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
786,"San Diego, CA","Tulsa, OK",xuf914,2021-03-15,07:46:23,12:58:27,4,70.88,
787,"Tucson, AZ","Cary, NC",sig65,2020-11-20,01:40:41,14:28:00,1,85.94,Pellentesque viverra pede ac diam.
788,"Memphis, TN","Virginia Beach, VA",msu486,2020-05-03,08:21:13,19:56:29,3,185.78,
789,"Austin, TX","Denver, CO",yvl864,2021-01-01,08:52:02,14:09:13,4,174.78,
791,"Milwaukee, WI","San Francisco, CA",oam520,2020-04-30,09:16:57,22:36:02,4,105.54,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
792,"Detroit, MI","Columbus, OH",rdl185,2021-03-28,06:12:15,14:41:55,4,137.94,
793,"Boca Grande, FL","Wichita, KS",wdz177,2021-01-06,07:51:11,18:15:12,4,43.93,
794,"Wilmington, NC","Aspen, CO",bwi934,2020-11-21,07:58:34,15:53:49,4,165.81,
795,"Columbus, OH","Jacksonville, FL",xtj091,2020-05-30,03:37:40,15:21:20,4,157.93,
796,"San Diego, CA","Greenville, NC",xmk470,2020-08-25,05:35:35,20:11:34,3,130.4,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
797,"High Point, NC","Detroit, MI",nfi041,2020-09-22,05:16:06,14:35:23,2,178.97,Quisque ut erat.
798,"Tucson, AZ","New Orleans, LA",hdg913,2021-03-03,11:42:11,23:35:30,1,131.44,Mauris ullamcorper purus sit amet nulla.
799,"Arlington, TX","Louisville, KY",mug188,2020-08-16,06:27:20,23:17:06,1,20.39,Duis at velit eu est congue elementum.
800,"Los Angeles, CA","Austin, TX",fiw344,2021-03-16,06:01:08,18:26:15,4,38.8,Duis bibendum.
801,"El Paso, TX","Charlotte, NC",udp497,2020-04-30,08:39:45,21:17:57,4,155.85,Maecenas pulvinar lobortis est.
802,"Wichita, KS","Milwaukee, WI",peu781,2020-11-21,11:20:26,13:21:09,4,180.96,
803,"Indianapolis, IN","Arlington, TX",woh326,2021-01-27,03:12:51,19:57:55,4,22.41,Nunc nisl.
804,"Cary, NC","Durham, NC",svw301,2021-02-23,04:49:52,12:11:17,4,176.89,Vivamus vel nulla eget eros elementum pellentesque.
805,"San Diego, CA","Greensboro, NC",uji639,2021-01-12,00:08:42,22:59:16,3,191.34,
806,"San Diego, CA","Houston, TX",bdf119,2020-07-16,10:39:59,20:36:23,4,101.27,Aenean lectus.
807,"San Antonio, TX","Chicago, IL",ctp844,2021-03-21,03:00:50,18:10:26,2,40.33,
808,"Charlotte, NC","Miami, FL",fqw266,2020-05-09,08:23:52,15:12:14,3,91.41,Cras in purus eu magna vulputate luctus.
809,"Chicago, IL","Durham, NC",yud843,2021-01-14,10:11:30,14:34:01,3,169.79,Aenean lectus.
810,"Minneapolis, MN","Oakland, CA",ksz028,2020-11-09,09:00:45,16:52:59,4,45.82,
811,"Durham, NC","San Diego, CA",bfp830,2020-10-23,11:46:52,19:12:26,1,62.88,
812,"Albuquerque, NM","Las Vegas, NV",thc351,2020-05-17,01:50:33,15:29:08,4,36.55,Vivamus vestibulum sagittis sapien.
813,"Columbus, OH","High Point, NC",prm991,2020-08-23,10:21:24,18:20:50,3,183.29,
814,"El Paso, TX","San Antonio, TX",bbb12,2020-06-09,06:08:37,16:31:33,3,199.42,
815,"New York, NY","Boston, MA",tiz958,2020-10-26,06:57:38,23:14:41,4,166.34,In congue.
816,"Greensboro, NC","Concord, NC",mjk216,2020-05-27,08:36:38,21:09:34,1,89.45,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
817,"Nashville, TN","Albuquerque, NM",ysz518,2021-01-08,11:44:50,18:56:03,3,136.04,
818,"Greenville, NC","Charlotte, NC",mug188,2021-02-08,02:19:06,12:55:26,3,59.72,
819,"Albuquerque, NM","Tucson, AZ",bjm463,2020-06-07,00:09:12,17:53:55,4,42.08,
820,"Las Vegas, NV","Boston, MA",ans902,2020-09-27,08:08:34,16:19:44,1,138.08,
821,city,"Miami, FL",inq075,2020-07-13,05:53:54,16:04:28,3,169.55,
822,"Minneapolis, MN","Oakland, CA",ekq566,2020-12-24,00:00:17,16:52:19,4,110.24,Curabitur convallis.
823,"Miami, FL","Sacramento, CA",pfe343,2020-12-21,06:07:54,17:18:55,3,182.59,
824,"Chicago, IL","San Jose, CA",gdv764,2021-02-18,05:59:54,15:03:41,4,20.93,Praesent lectus.
825,"Durham, NC","Dallas, TX",bup478,2020-10-04,02:55:27,22:15:00,2,97.56,Donec posuere metus vitae ipsum.
826,"San Jose, CA","Columbus, OH",gsu242,2021-02-09,11:45:17,22:39:56,4,199.85,
827,"Colorado Springs, CO","Fresno, CA",usj465,2020-10-19,00:42:16,16:16:38,4,171.18,Duis mattis egestas metus.
828,"Las Vegas, NV","Virginia Beach, VA",qiv348,2020-12-28,07:50:40,20:13:55,3,176.87,Etiam vel augue.
829,"Dallas, TX","Atlanta, GA",aep104,2020-12-16,04:38:02,19:51:09,3,39.32,Maecenas rhoncus aliquam lacus.
831,city,"Minneapolis, MN",fwj075,2020-07-08,10:32:36,15:09:10,3,152.16,Duis aliquam convallis nunc.
832,"Wichita, KS","Colorado Springs, CO",blm783,2020-07-20,09:24:47,13:40:28,2,86.34,In congue.
833,"Oakland, CA","Washington, DC",kth963,2020-12-06,01:44:22,23:18:18,4,179.27,Fusce posuere felis sed lacus.
834,"El Paso, TX","Cary, NC",nsc873,2020-08-09,01:23:17,22:58:31,3,5.14,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
836,"Aspen, CO","San Francisco, CA",kjs550,2020-07-19,10:42:27,12:31:26,3,11.17,Praesent blandit lacinia erat.
838,"Nashville, TN","Fresno, CA",pqn397,2021-03-20,09:45:56,23:33:12,4,74.09,
839,"Wilmington, NC","Greenville, NC",bfy856,2021-01-28,07:30:33,13:27:26,3,29.41,Curabitur convallis.
840,"Boston, MA","Los Angeles, CA",irv928,2020-12-18,04:59:40,13:11:08,4,194.58,
841,"Myrtle Beach, SC","Tucson, AZ",dgs281,2020-10-23,07:07:42,13:53:04,2,23.2,
842,"Oakland, CA","New Orleans, LA",fga265,2021-03-31,04:21:50,19:15:47,4,34.37,
843,"Tucson, AZ","Mesa, AZ",aqv035,2020-09-16,04:42:34,22:07:10,1,182.84,Nullam varius.
844,"Asheville, NC","Los Angeles, CA",ore779,2021-04-22,07:27:23,20:15:47,2,40.88,Cras pellentesque volutpat dui.
845,"Nashville, TN","Myrtle Beach, SC",qys390,2020-10-05,11:21:48,19:34:57,4,59.81,
846,"San Antonio, TX","Long Beach, CA",xgo540,2020-08-06,07:14:43,23:19:25,3,13.35,Cras in purus eu magna vulputate luctus.
847,"Tulsa, OK","San Antonio, TX",ekq566,2021-04-20,02:45:11,16:47:51,3,90.16,
849,"New Orleans, LA","San Francisco, CA",ink427,2020-10-01,01:48:07,21:39:56,4,3.8,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
850,"Mesa, AZ","Louisville, KY",sqi582,2021-04-06,09:29:55,13:58:19,4,99.25,Nulla tempus.
851,"Dallas, TX","Los Angeles, CA",ypj320,2020-10-10,10:34:39,23:04:54,1,72.48,
852,"Greensboro, NC","Virginia Beach, VA",thq375,2020-12-18,10:46:22,14:56:11,4,11.51,
853,"Miami, FL","Mesa, AZ",gid136,2020-09-08,00:05:23,13:42:40,3,171.08,
854,"Albuquerque, NM","Columbus, OH",hws386,2020-10-27,01:50:55,21:00:46,4,83.32,Duis mattis egestas metus.
855,"Louisville, KY","Baltimore, MD",uhq296,2020-06-28,09:58:35,20:21:18,4,15.23,
856,"Detroit, MI","Greensboro, NC",oug398,2020-10-28,00:10:58,14:51:37,4,32.9,Integer ac neque.
857,"Memphis, TN","Austin, TX",isn382,2020-10-09,06:23:23,22:14:00,4,157.43,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
858,"Albuquerque, NM","Sacramento, CA",ccc12,2021-02-22,00:23:53,14:07:49,1,198.95,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
859,"Los Angeles, CA","Colorado Springs, CO",vez619,2021-03-06,00:22:11,12:40:22,4,136.96,Vestibulum rutrum rutrum neque.
860,"Cary, NC","Wilmington, NC",fwj075,2020-08-12,09:50:04,17:51:29,3,133.57,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
861,"Minneapolis, MN","Indianapolis, IN",ekj109,2021-03-27,10:41:56,13:23:12,2,181.17,
862,"San Antonio, TX","Boston, MA",thq375,2021-01-20,07:50:12,18:31:12,4,171.33,
863,"Kansas City, MO","Atlanta, GA",qzn371,2020-08-26,04:29:20,17:23:03,4,69.28,Phasellus sit amet erat.
864,"Atlanta, GA","Long Beach, CA",fwd726,2020-04-30,04:28:52,14:02:15,4,127.81,
865,"San Francisco, CA","Seattle, WA",nlo515,2020-06-23,03:04:40,17:21:47,2,20.3,
866,"Baltimore, MD","Charlotte, NC",cbt026,2020-06-29,06:28:48,17:45:03,3,179.35,
867,city,"Memphis, TN",rlz134,2020-11-06,10:58:40,21:43:50,4,102.95,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
868,"Durham, NC","Indianapolis, IN",qei853,2021-03-09,10:15:07,13:24:35,4,186.28,
869,"Oakland, CA","San Francisco, CA",xmo152,2021-03-26,02:18:54,23:38:20,4,103.67,Pellentesque viverra pede ac diam.
870,"Las Vegas, NV","Tulsa, OK",xzv394,2020-07-04,09:18:13,14:51:06,2,106.62,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
871,"Wichita, KS","Kansas City, MO",kqu408,2020-10-31,01:46:08,12:19:10,4,179.26,
872,"Winston-Salem, NC","Baltimore, MD",yrh743,2020-09-07,09:03:36,18:55:45,1,85.42,Nunc purus.
873,"Greensboro, NC","San Diego, CA",leo398,2020-10-01,11:51:03,16:04:45,3,38.81,
874,"Seattle, WA","Atlanta, GA",gdv764,2020-12-16,02:27:19,23:14:22,3,125.7,
875,"San Jose, CA","Washington, DC",rwd662,2020-07-28,04:25:33,13:36:30,4,185.25,Aliquam non mauris.
876,"Greenville, NC","Virginia Beach, VA",ynd857,2020-10-18,04:42:45,19:25:16,2,82.22,Proin eu mi.
877,"Albuquerque, NM","Aspen, CO",gey944,2020-07-04,03:09:59,17:49:22,3,130.03,Duis at velit eu est congue elementum.
878,"Memphis, TN","Wichita, KS",ltz038,2020-10-13,01:47:23,16:46:34,1,56.81,Pellentesque viverra pede ac diam.
879,"Miami, FL","Baltimore, MD",zxv566,2020-08-30,11:38:17,17:48:01,4,37.57,
880,"Dallas, TX","Boca Grande, FL",kxe654,2020-09-09,05:24:24,14:21:38,1,102.66,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
881,"Sacramento, CA","Los Angeles, CA",fxz159,2020-12-30,00:11:08,14:09:57,3,67.27,Cras non velit nec nisi vulputate nonummy.
882,"Winston-Salem, NC","Colorado Springs, CO",wmx431,2021-01-15,05:28:34,22:13:03,4,195.39,
883,"Los Angeles, CA","High Point, NC",vun321,2021-01-03,10:16:14,18:07:37,2,160.9,
884,"Wichita, KS","Louisville, KY",zye790,2020-10-12,06:18:01,22:48:02,4,138.84,Cras pellentesque volutpat dui.
885,"Oakland, CA","Charlotte, NC",rcl483,2020-10-24,00:42:45,22:56:35,4,186.89,
886,"High Point, NC","Chicago, IL",afi555,2020-06-02,06:43:20,18:31:58,3,49.88,Aenean lectus.
887,"Long Beach, CA","Durham, NC",soi560,2020-08-05,02:50:16,19:34:10,1,145.14,Phasellus id sapien in sapien iaculis congue.
888,"High Point, NC","Los Angeles, CA",ctp844,2020-10-26,08:27:25,17:01:50,3,42.93,Phasellus sit amet erat.
889,"Boston, MA","Albuquerque, NM",xmc563,2021-01-22,11:04:01,16:47:04,3,15.76,
890,"Seattle, WA","New York, NY",fwj075,2021-01-08,06:36:46,21:40:12,4,61.79,Integer ac leo.
891,"Cary, NC","Boston, MA",xbz255,2020-11-05,10:58:49,18:15:02,4,193.51,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
892,"Washington, DC","Seattle, WA",wrl321,2020-04-29,04:43:07,21:00:47,4,71.3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
893,"Nashville, TN","Milwaukee, WI",xcf577,2021-03-06,02:22:36,19:51:53,4,126.52,Quisque porta volutpat erat.
894,"Long Beach, CA","Mesa, AZ",twp327,2021-02-11,00:01:02,15:03:39,4,138.9,
895,"Denver, CO","Albuquerque, NM",ilq320,2020-12-19,01:48:31,14:56:00,2,30.18,
896,"Sacramento, CA","Concord, NC",opi654,2020-06-25,00:17:30,13:34:23,3,189.75,
897,"Wilmington, NC","Sacramento, CA",rox101,2020-07-16,08:08:13,15:49:33,3,175.18,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
898,"Sacramento, CA","Miami, FL",hbq407,2020-05-18,02:34:37,17:00:37,3,33.93,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
899,"Sacramento, CA","Las Vegas, NV",agp780,2020-12-13,11:22:18,23:41:42,3,68.21,
900,"Dallas, TX","Concord, NC",khs11,2020-07-02,10:29:56,14:18:02,4,39.16,
901,"Nashville, TN","Boca Grande, FL",suh827,2020-08-14,08:35:07,20:06:13,1,128.73,Pellentesque viverra pede ac diam.
902,"Asheville, NC","Las Vegas, NV",tzo157,2020-07-05,08:02:46,18:54:17,4,37.49,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
903,"High Point, NC","Oakland, CA",aqv035,2021-04-10,00:25:16,21:17:51,3,18.86,
904,"El Paso, TX","Greensboro, NC",fha297,2020-11-28,02:13:17,21:41:06,4,183.6,In sagittis dui vel nisl.
905,"Seattle, WA","Louisville, KY",uxn041,2020-06-22,02:50:47,15:54:22,4,34.87,
906,"Washington, DC","Chicago, IL",nsu887,2021-01-01,05:44:43,17:04:45,4,81.54,Mauris sit amet eros.
907,"Dallas, TX","Tucson, AZ",lhr174,2020-10-28,05:40:05,16:29:45,1,192.39,
908,"San Francisco, CA","Long Beach, CA",xbj545,2020-11-10,11:43:02,22:40:59,4,67.21,Duis ac nibh.
909,"Arlington, TX","Oakland, CA",dcg397,2021-02-25,05:06:16,22:02:09,4,152.92,
910,"Columbus, OH","El Paso, TX",suh827,2020-10-14,04:12:46,12:10:50,4,193.02,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
911,"Washington, DC","Boston, MA",kiv114,2020-11-15,02:22:21,15:24:03,3,18.35,Donec quis orci eget orci vehicula condimentum.
912,"Jacksonville, FL","Kansas City, MO",ikd446,2021-02-20,11:33:15,13:06:44,3,110.38,Donec quis orci eget orci vehicula condimentum.
913,"Milwaukee, WI","Oakland, CA",qxd288,2020-12-08,10:04:00,20:36:30,4,183.04,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
914,"Kansas City, MO","Denver, CO",rhm245,2020-09-05,02:27:03,17:41:08,4,185.94,
915,"Sacramento, CA","Baltimore, MD",eap063,2020-10-04,01:54:33,14:23:14,4,95.23,Ut tellus.
916,"Charlotte, NC","Detroit, MI",uiq359,2021-01-29,04:55:47,12:13:46,4,73.83,Morbi quis tortor id nulla ultrices aliquet.
917,"Concord, NC","Durham, NC",qzn371,2021-01-15,01:25:28,13:56:43,3,118.07,
918,"Greenville, NC","Detroit, MI",tox558,2020-07-31,10:51:25,16:10:37,4,81.02,Donec vitae nisi.
919,"Sacramento, CA","Detroit, MI",aot563,2020-08-28,02:54:22,22:02:17,2,43.49,Nunc nisl.
920,"Cary, NC","Mesa, AZ",vpr497,2020-11-10,02:40:40,20:39:27,3,64.84,
921,"Austin, TX","Long Beach, CA",xrn071,2020-08-11,09:47:33,13:58:48,4,124,
922,"Wichita, KS","Houston, TX",ths560,2020-07-30,08:48:51,17:31:57,2,31.55,
923,"Myrtle Beach, SC","Houston, TX",bwi934,2020-11-04,11:14:08,14:58:42,3,18.79,
924,"Columbus, OH","Tucson, AZ",uka111,2020-07-06,06:32:38,13:15:28,4,61.97,Phasellus sit amet erat.
925,"Denver, CO","Arlington, TX",mvi298,2020-09-29,04:44:36,23:43:27,4,97.92,
926,"Washington, DC","San Diego, CA",lhk290,2020-07-24,06:54:26,23:51:37,2,49.94,Duis bibendum.
927,"Tulsa, OK","Washington, DC",inl841,2021-04-04,10:24:23,13:27:57,4,88.16,
928,"Boca Grande, FL","Minneapolis, MN",rlb947,2020-05-06,08:46:58,19:40:13,1,81.94,Donec posuere metus vitae ipsum.
929,"Las Vegas, NV","Greenville, NC",ufh037,2021-04-09,04:11:38,20:16:59,4,151.43,
930,"Wilmington, NC","Boca Grande, FL",ylm060,2020-12-08,04:48:18,14:46:59,4,190.84,
931,"New Orleans, LA","Atlanta, GA",xld833,2020-08-23,00:14:15,21:14:25,3,176.22,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
932,"Sacramento, CA","Aspen, CO",axq244,2021-02-24,00:36:39,22:21:04,3,87.62,Curabitur at ipsum ac tellus semper interdum.
933,"Wilmington, NC","Asheville, NC",yud843,2021-03-19,11:14:38,19:19:02,2,91.42,
934,"Milwaukee, WI","Miami, FL",xau586,2020-05-27,04:00:25,15:31:30,4,90.1,In quis justo.
935,"New York, NY","Virginia Beach, VA",qnc216,2021-03-20,07:42:42,19:44:16,4,173.3,
936,"Chicago, IL","El Paso, TX",oea446,2020-11-12,03:09:56,21:01:17,4,26.54,
937,"Colorado Springs, CO","High Point, NC",kas220,2020-09-11,10:19:29,23:12:41,1,190.49,Nulla mollis molestie lorem.
938,"Asheville, NC","Austin, TX",fbv528,2021-02-10,00:02:15,21:24:35,3,119.82,Aliquam quis turpis eget elit sodales scelerisque.
939,"San Francisco, CA","Kansas City, MO",niz145,2021-01-02,02:10:41,17:35:48,4,183.29,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
940,"Myrtle Beach, SC","Boca Grande, FL",hic852,2020-04-27,10:33:02,20:49:16,2,180.48,
941,"Las Vegas, NV","Winston-Salem, NC",ule479,2021-01-15,00:07:27,22:24:06,4,155.46,Morbi ut odio.
943,"Sacramento, CA","Myrtle Beach, SC",jiv877,2020-08-18,07:52:23,15:01:53,2,117.09,
944,"Wilmington, NC","Albuquerque, NM",idf448,2020-10-19,01:42:37,12:39:35,4,142.1,Nunc purus.
945,"Mesa, AZ","Durham, NC",fwd726,2021-02-04,10:44:38,21:51:22,4,196.22,
946,"San Antonio, TX","Baltimore, MD",gux965,2021-03-08,03:51:47,14:58:12,2,25.8,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
947,"Asheville, NC","Minneapolis, MN",ivr940,2020-08-08,09:22:08,19:00:16,1,116.93,
948,"Durham, NC","Minneapolis, MN",xmk470,2021-01-16,11:52:49,19:16:44,3,18.58,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
949,"San Jose, CA","Durham, NC",vat757,2020-07-04,07:14:47,12:28:09,4,43.49,
950,"Arlington, TX","Fresno, CA",tox558,2020-06-03,01:10:27,22:22:17,4,150.3,Vestibulum rutrum rutrum neque.
